	mt	wt	WW1	WD1
GRMZM2G143253	2.98155	11.503	11.503	2.98155
GRMZM2G028132	12.5611	8.05614	8.05614	12.5611
GRMZM2G340656	122.51	19.6984	19.6984	122.51
AC194670.2_FG001	0	0	0	0
GRMZM2G082974	25.4211	42.2827	42.2827	25.4211
GRMZM2G396212	0	0.0435614	0.0435614	0
GRMZM2G389645	1.95458	2.05527	2.05527	1.95458
GRMZM5G806638	0.0342604	0.0378713	0.0378713	0.0342604
GRMZM2G122116	69.4871	22.8764	22.8764	69.4871
GRMZM2G175912	0	0	0	0
GRMZM2G111482	0.0705189	3.04446	3.04446	0.0705189
GRMZM2G133988	0.938249	1.60081	1.60081	0.938249
GRMZM2G121543	5.03654	17.9246	17.9246	5.03654
GRMZM5G846235	41.4346	80.4148	80.4148	41.4346
GRMZM5G897342	19.7205	22.5492	22.5492	19.7205
GRMZM2G392026	3.04184	6.27329	6.27329	3.04184
GRMZM2G130018	48.6465	28.7128	28.7128	48.6465
GRMZM2G329131	0.856946	0.238434	0.238434	0.856946
GRMZM2G007909	0.480011	0.509918	0.509918	0.480011
GRMZM2G086285	11.712	4.68867	4.68867	11.712
GRMZM2G008202	0.681905	15.4059	15.4059	0.681905
GRMZM2G025885	0	0.14346	0.14346	0
GRMZM2G175541	0	0	0	0
GRMZM2G142196	0	0	0	0
GRMZM2G176306	0	0	0	0
GRMZM2G069905	0	0	0	0
GRMZM5G838433	0	0	0	0
GRMZM2G137510	0.948946	6.34064	6.34064	0.948946
GRMZM2G061318	0	0	0	0
GRMZM2G078820	18.2966	0.963731	0.963731	18.2966
GRMZM2G173903	0	0	0	0
GRMZM2G022726	6.10397	6.56888	6.56888	6.10397
GRMZM5G872300	0	0	0	0
GRMZM2G114255	0.139545	0	0	0.139545
AC196972.3_FG009	0	0	0	0
GRMZM2G701867	0	0	0	0
GRMZM2G132504	17.5502	11.7474	11.7474	17.5502
GRMZM2G033388	0.598413	1.00578	1.00578	0.598413
GRMZM2G104396	6.27798	3.02057	3.02057	6.27798
GRMZM2G149392	14.5468	17.4683	17.4683	14.5468
GRMZM2G000540	20.0005	16.3175	16.3175	20.0005
GRMZM2G034024	0.0857631	0.10491	0.10491	0.0857631
GRMZM2G358899	0	0	0	0
AC190788.2_FG005	8.27842	4.76358	4.76358	8.27842
GRMZM2G051406	0.0598347	0.0647657	0.0647657	0.0598347
GRMZM2G094074	68.5801	98.8576	98.8576	68.5801
AC196025.3_FG001	0	0	0	0
GRMZM6G787651	6.90971	7.43733	7.43733	6.90971
GRMZM5G813670	8.17617	1.95308	1.95308	8.17617
GRMZM2G703559	0	0	0	0
GRMZM2G117680	6.76955	10.1537	10.1537	6.76955
GRMZM5G879872	0.115463	0.399974	0.399974	0.115463
GRMZM2G305046	5.36723	60.6103	60.6103	5.36723
GRMZM2G407869	0	0	0	0
GRMZM2G085833	35.9677	26.0292	26.0292	35.9677
GRMZM2G123489	0.160832	0.833816	0.833816	0.160832
GRMZM2G093772	0	0	0	0
GRMZM2G025954	0	0.0446118	0.0446118	0
GRMZM5G804216	0.718441	0.829561	0.829561	0.718441
GRMZM2G147659	0	2.28699	2.28699	0
GRMZM2G067630	0.0629405	0	0	0.0629405
AC187887.3_FG008	0	0	0	0
GRMZM2G101268	0.0583271	0.459009	0.459009	0.0583271
GRMZM2G024150	0.0357361	0	0	0.0357361
GRMZM2G108949	0	0	0	0
GRMZM2G002830	12.171	162.233	162.233	12.171
GRMZM2G166857	0	0	0	0
GRMZM2G042198	2.15278	0.409206	0.409206	2.15278
GRMZM2G004412	8.59406	9.74621	9.74621	8.59406
GRMZM2G350795	0	0	0	0
GRMZM2G393002	0.0581722	0.0702107	0.0702107	0.0581722
GRMZM2G114093	0.0904218	0.624596	0.624596	0.0904218
AC196278.2_FG003	15.9984	32.4808	32.4808	15.9984
GRMZM2G422340	0	0.0172227	0.0172227	0
GRMZM2G302035	0	0	0	0
GRMZM2G164672	21.7204	8.09863	8.09863	21.7204
GRMZM2G050234	0.193127	0.521164	0.521164	0.193127
GRMZM2G104989	1.56241	4.52239	4.52239	1.56241
GRMZM2G036629	0	0.0658959	0.0658959	0
GRMZM2G024175	0	0.107213	0.107213	0
GRMZM2G122045	10.3615	12.4239	12.4239	10.3615
GRMZM2G125320	19.5103	9.34621	9.34621	19.5103
AC234528.1_FG004	5.82823	8.99431	8.99431	5.82823
GRMZM2G124417	0.1566	1.26951	1.26951	0.1566
GRMZM2G399087	0	0	0	0
GRMZM5G822100	0	0	0	0
GRMZM2G133844	0.994565	13.3056	13.3056	0.994565
GRMZM2G114756	1.42371	1.88471	1.88471	1.42371
GRMZM2G472674	0	0	0	0
GRMZM2G007021	51.096	34.8535	34.8535	51.096
GRMZM2G173358	0.578361	0.848524	0.848524	0.578361
GRMZM2G166853	0	0	0	0
AC196025.3_FG011	0	0	0	0
GRMZM2G057576	18.3062	20.4596	20.4596	18.3062
GRMZM2G077562	0	0	0	0
GRMZM2G443138	0	0	0	0
GRMZM2G525605	0.0534945	0	0	0.0534945
GRMZM2G053987	4.27726	4.56488	4.56488	4.27726
GRMZM2G051750	183.917	38.6061	38.6061	183.917
GRMZM2G105438	18.2855	27.0981	27.0981	18.2855
GRMZM2G703580	0.0666864	0.0416137	0.0416137	0.0666864
GRMZM2G398809	27.1767	17.6551	17.6551	27.1767
GRMZM2G147422	83.6165	44.5844	44.5844	83.6165
GRMZM2G464887	0	0	0	0
GRMZM2G451464	0	0	0	0
GRMZM2G120951	14.1955	12.285	12.285	14.1955
GRMZM2G044442	6.07888	11.1049	11.1049	6.07888
GRMZM2G465444	1.63212	3.2438	3.2438	1.63212
AC211166.5_FG009	0	0	0	0
GRMZM2G400806	0	0	0	0
GRMZM2G542990	0	0	0	0
GRMZM2G436947	0	0	0	0
GRMZM2G089308	9.527	10.5311	10.5311	9.527
GRMZM2G127064	0	0	0	0
GRMZM2G180988	24.1587	19.3205	19.3205	24.1587
GRMZM2G005236	38.6139	34.5548	34.5548	38.6139
GRMZM5G839757	32.0319	21.7186	21.7186	32.0319
GRMZM2G304091	4.75067	1.24882	1.24882	4.75067
GRMZM2G340933	5.79684	7.69694	7.69694	5.79684
AC217966.3_FG007	0	0	0	0
GRMZM2G459291	29.3825	16.0559	16.0559	29.3825
GRMZM2G046576	5.66449	19.7665	19.7665	5.66449
GRMZM2G059285	1.00358	2.37506	2.37506	1.00358
GRMZM2G316781	0.845883	0.307153	0.307153	0.845883
GRMZM2G004696	59.898	22.4821	22.4821	59.898
AC194101.3_FG001	0	0.152126	0.152126	0
GRMZM2G124254	22.7277	14.0061	14.0061	22.7277
GRMZM2G082399	5.23096	5.19083	5.19083	5.23096
GRMZM2G082322	27.9242	20.4109	20.4109	27.9242
GRMZM2G139406	0	0	0	0
AC199005.2_FG003	0	0	0	0
GRMZM2G466563	0	0.0230238	0.0230238	0
GRMZM2G009387	120.383	56.7643	56.7643	120.383
GRMZM2G123959	3.00683	3.18564	3.18564	3.00683
GRMZM2G069503	0	0	0	0
GRMZM2G109805	0	0	0	0
GRMZM2G164341	0	0.114829	0.114829	0
GRMZM2G300163	0	0	0	0
GRMZM2G031138	4.47514	0.929144	0.929144	4.47514
GRMZM2G475594	2.72923	2.81215	2.81215	2.72923
GRMZM2G434191	0	0	0	0
GRMZM2G021909	0.0685623	0	0	0.0685623
GRMZM2G074604	27.1456	22.6245	22.6245	27.1456
GRMZM2G016875	29.2887	22.9282	22.9282	29.2887
GRMZM2G109842	0	0	0	0
GRMZM2G061812	0.0297964	0.022233	0.022233	0.0297964
GRMZM2G153434	11.204	6.03838	6.03838	11.204
GRMZM2G423116	0.582867	0.501354	0.501354	0.582867
GRMZM2G165679	31.0114	36.5303	36.5303	31.0114
GRMZM2G163086	0	0.397522	0.397522	0
GRMZM2G403964	0	0	0	0
GRMZM2G300709	9.34015	13.4274	13.4274	9.34015
GRMZM2G160316	291.512	197.686	197.686	291.512
GRMZM2G425398	0	0	0	0
GRMZM2G024005	17.6937	12.1982	12.1982	17.6937
GRMZM2G438803	0	0	0	0
GRMZM2G091857	6.20041	4.81278	4.81278	6.20041
GRMZM2G178533	1.60267	1.34469	1.34469	1.60267
GRMZM2G044457	16.366	15.6784	15.6784	16.366
AC202091.4_FG003	0	0	0	0
GRMZM2G150758	7.41485	4.45208	4.45208	7.41485
GRMZM2G057820	4.23304	4.48498	4.48498	4.23304
GRMZM2G429163	0	0.0541044	0.0541044	0
GRMZM2G466229	1.88263	2.16674	2.16674	1.88263
GRMZM2G451506	0.643057	0.831423	0.831423	0.643057
AC210731.3_FG002	0	0	0	0
GRMZM2G074987	0.557936	0.131886	0.131886	0.557936
GRMZM2G305027	74.7177	300.034	300.034	74.7177
GRMZM5G871093	21.5753	9.94019	9.94019	21.5753
AC212835.3_FG004	0	0	0	0
GRMZM5G893848	74.2454	32.5822	32.5822	74.2454
GRMZM2G440785	12.2629	20.4508	20.4508	12.2629
GRMZM2G075715	0	0.0105019	0.0105019	0
GRMZM2G014914	79.007	215.226	215.226	79.007
GRMZM2G181637	0	0	0	0
AC206695.3_FG001	0	0	0	0
AC214139.3_FG008	0	0.0481193	0.0481193	0
GRMZM2G539687	0	0	0	0
GRMZM2G073312	12.3342	10.6054	10.6054	12.3342
GRMZM2G114930	16.8571	16.5791	16.5791	16.8571
GRMZM2G139621	10.1193	9.36532	9.36532	10.1193
GRMZM2G016605	0.252668	0.0907895	0.0907895	0.252668
GRMZM2G177095	26.5641	0.638009	0.638009	26.5641
GRMZM2G103382	19.428	13.7486	13.7486	19.428
GRMZM2G093262	0	0.0274524	0.0274524	0
GRMZM2G165788	0	0	0	0
GRMZM2G037472	1.30866	2.27789	2.27789	1.30866
GRMZM2G147046	50.2651	65.0477	65.0477	50.2651
AC210254.4_FG001	0	0	0	0
GRMZM2G172917	11.6126	8.47823	8.47823	11.6126
GRMZM2G177668	0	0.0339705	0.0339705	0
AC226235.2_FG003	0.41216	1.53722	1.53722	0.41216
GRMZM2G438520	0.133426	0.0439563	0.0439563	0.133426
GRMZM2G348846	0.0197371	0	0	0.0197371
GRMZM2G009869	1.33607	2.38703	2.38703	1.33607
GRMZM2G029048	17.6463	1.86701	1.86701	17.6463
GRMZM2G072210	17.3782	17.7193	17.7193	17.3782
GRMZM2G144744	69.9566	188.953	188.953	69.9566
GRMZM2G073571	36.7497	30.8155	30.8155	36.7497
GRMZM2G118731	45.1463	37.9727	37.9727	45.1463
GRMZM2G107696	64.4291	47.7467	47.7467	64.4291
GRMZM2G149254	0	1.08972	1.08972	0
GRMZM2G146089	0	0	0	0
GRMZM2G702476	0.113105	0.362172	0.362172	0.113105
GRMZM2G122762	0	0.021116	0.021116	0
GRMZM6G423719	1.13508	3.56948	3.56948	1.13508
GRMZM2G432631	0	0	0	0
AC231752.1_FG002	1.92062	0.126182	0.126182	1.92062
AC210003.2_FG004	57.4444	150.121	150.121	57.4444
GRMZM2G020996	11.4735	7.4669	7.4669	11.4735
GRMZM2G053914	0.380335	0.208381	0.208381	0.380335
GRMZM2G159691	17.2937	30.437	30.437	17.2937
GRMZM2G114362	0	0	0	0
GRMZM2G176358	72.9269	88.411	88.411	72.9269
GRMZM2G101760	91.7725	39.9046	39.9046	91.7725
GRMZM2G508840	0	0	0	0
GRMZM2G010056	16.2337	14.5687	14.5687	16.2337
GRMZM2G054133	0	0	0	0
GRMZM2G314292	0	0	0	0
GRMZM2G026656	6.47185	13.4648	13.4648	6.47185
GRMZM5G876773	61.0409	23.7515	23.7515	61.0409
GRMZM2G018372	2.97833	1.39508	1.39508	2.97833
GRMZM5G828987	1.04409	3.49909	3.49909	1.04409
GRMZM2G429118	0.194967	0.397545	0.397545	0.194967
GRMZM2G328671	0	0	0	0
GRMZM2G151332	0	0.015434	0.015434	0
GRMZM2G032042	11.9686	9.4698	9.4698	11.9686
GRMZM2G142150	18.1705	9.85811	9.85811	18.1705
GRMZM2G140822	0.573971	0.382181	0.382181	0.573971
GRMZM2G339736	12.0266	11.4357	11.4357	12.0266
GRMZM2G447941	0	0.0241907	0.0241907	0
GRMZM2G055678	7.27628	10.126	10.126	7.27628
GRMZM2G036921	105.71	65.0195	65.0195	105.71
GRMZM2G046888	0.982657	1.86029	1.86029	0.982657
GRMZM2G369243	0.0227282	0.0110002	0.0110002	0.0227282
GRMZM5G836174	8.77974	9.69794	9.69794	8.77974
GRMZM2G449133	0.661054	0.830483	0.830483	0.661054
GRMZM2G136113	25.9692	11.9985	11.9985	25.9692
GRMZM2G173040	34.4735	14.7887	14.7887	34.4735
GRMZM2G133249	6.3319	11.7767	11.7767	6.3319
AC184116.3_FG001	0	0	0	0
GRMZM2G390124	0	0	0	0
GRMZM2G093022	0.196806	0.352104	0.352104	0.196806
GRMZM2G117667	0	0	0	0
GRMZM2G165129	0.127686	0.040767	0.040767	0.127686
GRMZM2G091964	34.0061	20.5971	20.5971	34.0061
GRMZM2G043205	0	0	0	0
AC233863.1_FG001	0	0.791051	0.791051	0
GRMZM2G028007	3.76835	5.86462	5.86462	3.76835
GRMZM2G090432	0	0.0513209	0.0513209	0
GRMZM2G400961	0.422486	0.690737	0.690737	0.422486
GRMZM2G457147	29.8391	30.3099	30.3099	29.8391
GRMZM2G303419	0	0	0	0
GRMZM2G168097	0	0	0	0
GRMZM2G149590	0.510683	0.955482	0.955482	0.510683
GRMZM2G141460	0	0	0	0
AC186408.5_FG005	0	0	0	0
GRMZM2G099598	14.3339	16.2992	16.2992	14.3339
GRMZM2G038640	3.57264	7.86379	7.86379	3.57264
GRMZM6G048874	126.206	64.2336	64.2336	126.206
GRMZM2G142664	0.786797	0.626846	0.626846	0.786797
GRMZM2G103276	9.98618	14.4358	14.4358	9.98618
GRMZM2G003595	14.4916	9.18922	9.18922	14.4916
GRMZM2G702824	0.163641	0.0814144	0.0814144	0.163641
GRMZM5G838403	22.9887	16.43	16.43	22.9887
AC199182.3_FG003	0	0	0	0
AC186667.3_FG007	0.0846458	0	0	0.0846458
GRMZM2G180335	25.7389	26.6751	26.6751	25.7389
GRMZM2G062142	0.0120591	0	0	0.0120591
GRMZM2G447745	48.1001	26.3643	26.3643	48.1001
GRMZM2G067514	8.93568	5.49976	5.49976	8.93568
GRMZM2G086069	36.7983	72.5927	72.5927	36.7983
GRMZM2G388539	13.979	8.09688	8.09688	13.979
GRMZM2G076152	45.4796	35.2186	35.2186	45.4796
GRMZM5G888228	0	0.0750054	0.0750054	0
GRMZM2G054564	3.4515	8.10901	8.10901	3.4515
GRMZM2G027603	10.1674	9.14414	9.14414	10.1674
GRMZM2G108509	2.19557	3.81267	3.81267	2.19557
GRMZM2G348697	8.91997	7.347	7.347	8.91997
GRMZM2G175510	34.5151	36.8884	36.8884	34.5151
AC226320.1_FG002	0	0	0	0
GRMZM2G013630	0	0	0	0
GRMZM5G815531	0	0	0	0
GRMZM2G171203	0	0	0	0
GRMZM2G404453	0	0	0	0
GRMZM2G160664	0	0.0239818	0.0239818	0
GRMZM2G304712	0.657229	6.19561	6.19561	0.657229
GRMZM2G146018	0	0	0	0
GRMZM2G366383	0	0	0	0
GRMZM2G128016	10.0059	9.15949	9.15949	10.0059
AC177899.2_FG009	0	0	0	0
GRMZM2G050166	18.2411	24.1568	24.1568	18.2411
GRMZM2G097704	1.33345	4.434	4.434	1.33345
GRMZM2G148057	24.6292	61.5296	61.5296	24.6292
GRMZM5G858310	16.7318	10.4342	10.4342	16.7318
GRMZM5G873286	31.4344	10.9841	10.9841	31.4344
AF466202.2_FGT008	17.3127	11.3962	11.3962	17.3127
GRMZM2G065105	40.7383	40.9576	40.9576	40.7383
GRMZM2G070113	2.04258	1.15262	1.15262	2.04258
GRMZM2G171073	18.4908	2.68424	2.68424	18.4908
GRMZM2G169636	0	0	0	0
GRMZM2G404237	0	0	0	0
GRMZM2G053985	0	0	0	0
GRMZM2G045675	0.615856	1.11373	1.11373	0.615856
GRMZM2G170542	27.1561	15.0603	15.0603	27.1561
GRMZM2G154747	148.646	0.127653	0.127653	148.646
GRMZM2G114888	17.7861	20.5823	20.5823	17.7861
GRMZM2G473976	16.0053	5.06753	5.06753	16.0053
GRMZM2G056103	21.6517	27.2185	27.2185	21.6517
GRMZM2G166484	0	0.594268	0.594268	0
GRMZM2G102421	49.7091	75.467	75.467	49.7091
GRMZM2G143102	2.55096	4.46713	4.46713	2.55096
GRMZM2G099363	2.20522	3.33918	3.33918	2.20522
GRMZM2G143759	1.47544	0.274011	0.274011	1.47544
GRMZM6G953609	103.037	15.7446	15.7446	103.037
GRMZM2G173085	17.2218	2.60474	2.60474	17.2218
GRMZM2G135359	2.86327	4.19568	4.19568	2.86327
GRMZM2G162292	10.8747	23.6924	23.6924	10.8747
GRMZM2G416524	0	0	0	0
GRMZM2G047572	0.997709	9.79515	9.79515	0.997709
GRMZM2G154665	0	0	0	0
GRMZM2G064374	49.7887	29.4984	29.4984	49.7887
AC201767.3_FG003	5.03582	0	0	5.03582
GRMZM2G010693	18.0606	29.0637	29.0637	18.0606
GRMZM2G113156	52.2446	51.0451	51.0451	52.2446
GRMZM2G513713	1.93628	11.2948	11.2948	1.93628
GRMZM5G893252	76.6506	91.1498	91.1498	76.6506
GRMZM2G082653	0.141054	0.0315291	0.0315291	0.141054
GRMZM2G072417	0.3872	0.504798	0.504798	0.3872
GRMZM5G824574	0	0.0255673	0.0255673	0
GRMZM2G521781	0	0	0	0
AC210670.4_FG006	0	0	0	0
GRMZM2G097768	19.7147	14.1908	14.1908	19.7147
GRMZM6G287292	43.1255	76.207	76.207	43.1255
GRMZM2G079891	23.0014	2.52554	2.52554	23.0014
GRMZM2G468747	0	0	0	0
GRMZM2G117763	10.8688	7.32486	7.32486	10.8688
GRMZM5G868917	1.43867	1.20194	1.20194	1.43867
GRMZM2G020957	0	0	0	0
GRMZM2G087804	1.53734	2.4637	2.4637	1.53734
GRMZM2G133568	0.727429	0.0137791	0.0137791	0.727429
GRMZM2G169562	1.75249	2.27201	2.27201	1.75249
GRMZM2G173344	0	0	0	0
GRMZM2G071249	21.197	8.47421	8.47421	21.197
GRMZM2G023999	1.41253	2.64231	2.64231	1.41253
GRMZM2G364748	0.459863	1.11942	1.11942	0.459863
GRMZM2G433551	0	0	0	0
GRMZM2G132780	32.7193	15.3513	15.3513	32.7193
GRMZM2G002786	66.8203	97.7179	97.7179	66.8203
GRMZM2G077823	84.6694	20.2806	20.2806	84.6694
GRMZM2G040467	6.55775	7.56008	7.56008	6.55775
GRMZM5G822170	0	0	0	0
GRMZM2G035948	8.67438	15.1022	15.1022	8.67438
GRMZM2G014400	1.49396	3.21459	3.21459	1.49396
GRMZM2G057281	0.0630049	0.334859	0.334859	0.0630049
GRMZM2G503990	1.49203	3.15789	3.15789	1.49203
GRMZM2G064608	22.8939	20.9557	20.9557	22.8939
AC197699.3_FG008	0	0	0	0
GRMZM2G150374	8.91207	10.794	10.794	8.91207
GRMZM2G097421	20.7609	22.3693	22.3693	20.7609
GRMZM2G064903	17.7819	15.378	15.378	17.7819
GRMZM2G380889	0.365396	0.146455	0.146455	0.365396
GRMZM2G046472	8.2718	9.43071	9.43071	8.2718
GRMZM2G370155	14.3012	34.7199	34.7199	14.3012
GRMZM2G142409	628.706	61.4496	61.4496	628.706
GRMZM2G123277	18.2446	10.0661	10.0661	18.2446
GRMZM2G024527	0.260765	0.210469	0.210469	0.260765
GRMZM5G823629	35.6995	36.1813	36.1813	35.6995
GRMZM2G100336	2.16468	2.7561	2.7561	2.16468
GRMZM2G036086	3.45306	2.73835	2.73835	3.45306
GRMZM2G169658	0	0	0	0
GRMZM2G032711	9.13075	33.027	33.027	9.13075
GRMZM2G371030	0	0	0	0
GRMZM2G173724	0	0	0	0
GRMZM2G408897	7.81792	2.48215	2.48215	7.81792
GRMZM5G892094	3.22221	9.24835	9.24835	3.22221
GRMZM5G889520	0.115678	0.205875	0.205875	0.115678
GRMZM2G316925	0.0832503	0	0	0.0832503
GRMZM5G843478	4.73551	2.88862	2.88862	4.73551
GRMZM2G149323	18.1473	22.3581	22.3581	18.1473
GRMZM2G116785	2.97109	2.85238	2.85238	2.97109
GRMZM2G020940	2270.39	495.788	495.788	2270.39
GRMZM2G057091	42.5561	25.1891	25.1891	42.5561
GRMZM2G053223	3.22849	4.3521	4.3521	3.22849
GRMZM2G035999	4.9352	7.45291	7.45291	4.9352
GRMZM2G111672	34.4496	34.5552	34.5552	34.4496
GRMZM2G122064	33.4409	13.6329	13.6329	33.4409
GRMZM2G441565	29.2852	32.6217	32.6217	29.2852
GRMZM2G061492	49.2809	22.9859	22.9859	49.2809
GRMZM2G122284	0.321981	0.56191	0.56191	0.321981
GRMZM2G059620	0	0	0	0
zma-MIR164a	1.17052	0	0	1.17052
GRMZM5G841841	0	0	0	0
GRMZM2G001812	0.0310391	0.290904	0.290904	0.0310391
GRMZM2G104622	0.73692	0.136825	0.136825	0.73692
GRMZM2G041127	4.70642	9.09366	9.09366	4.70642
GRMZM2G540772	0.526613	1.62521	1.62521	0.526613
GRMZM2G114619	1.06365	5.09278	5.09278	1.06365
GRMZM2G397785	0.00868972	0.0633865	0.0633865	0.00868972
GRMZM2G093210	0	0	0	0
GRMZM2G181376	34.6802	19.0747	19.0747	34.6802
GRMZM2G349074	1.57071	1.07541	1.07541	1.57071
GRMZM2G142660	11.1976	12.7329	12.7329	11.1976
GRMZM2G396553	31.9303	73.9149	73.9149	31.9303
GRMZM2G156054	0	0	0	0
AC207342.3_FG008	3.41268	1.67444	1.67444	3.41268
GRMZM2G053790	29.9225	21.1188	21.1188	29.9225
GRMZM2G141600	19.9598	11.9832	11.9832	19.9598
GRMZM2G083364	0	0	0	0
GRMZM2G168123	0.117099	0.0178991	0.0178991	0.117099
GRMZM2G128922	0	0	0	0
GRMZM2G013832	0	0.15136	0.15136	0
GRMZM2G062037	43.5213	9.00469	9.00469	43.5213
GRMZM2G432774	13.0793	9.82628	9.82628	13.0793
GRMZM2G018775	34.7567	16.8246	16.8246	34.7567
GRMZM2G385236	0	0	0	0
GRMZM2G053317	0	0	0	0
GRMZM2G162453	0.202848	3.92797	3.92797	0.202848
GRMZM2G026523	0.100868	0.204617	0.204617	0.100868
GRMZM2G424991	0	0	0	0
GRMZM2G320175	0	0	0	0
GRMZM2G174196	84.8791	50.6828	50.6828	84.8791
GRMZM2G040158	13.8018	11.9718	11.9718	13.8018
GRMZM2G154799	13.3954	12.8506	12.8506	13.3954
GRMZM2G479243	11.9738	16.0144	16.0144	11.9738
GRMZM2G117988	0	0	0	0
GRMZM5G827939	2.13501	2.08206	2.08206	2.13501
GRMZM2G163067	8.97305	18.3557	18.3557	8.97305
GRMZM2G043117	3.02973	29.0458	29.0458	3.02973
GRMZM2G412229	5.40772	5.51957	5.51957	5.40772
GRMZM2G159477	12.641	2.20761	2.20761	12.641
GRMZM2G180166	15.7644	9.83198	9.83198	15.7644
GRMZM2G104529	0.0237186	0.0305089	0.0305089	0.0237186
GRMZM2G055263	0	0	0	0
GRMZM2G069916	148.648	111.564	111.564	148.648
GRMZM2G409343	2.93194	7.44305	7.44305	2.93194
GRMZM5G827556	0	0	0	0
GRMZM2G086123	6.00283	8.37368	8.37368	6.00283
GRMZM2G115504	2.4903	4.05384	4.05384	2.4903
GRMZM6G810942	13.8773	21.1208	21.1208	13.8773
GRMZM2G095078	52.4729	21.0327	21.0327	52.4729
GRMZM2G409407	165.583	80.7057	80.7057	165.583
GRMZM2G167898	0	0	0	0
GRMZM2G161291	23.8159	27.9481	27.9481	23.8159
GRMZM5G812289	1.13345	0.641294	0.641294	1.13345
GRMZM2G053420	0	0	0	0
GRMZM2G701236	0	0	0	0
GRMZM2G039906	50.4788	45.2822	45.2822	50.4788
GRMZM2G111143	18.0989	31.9858	31.9858	18.0989
GRMZM5G803490	14.2689	14.7797	14.7797	14.2689
GRMZM2G164428	1.09108	0.242059	0.242059	1.09108
GRMZM2G360579	0	0	0	0
GRMZM2G380014	0	0	0	0
GRMZM2G327394	10.8035	11.8455	11.8455	10.8035
GRMZM2G004593	6.2518	3.85247	3.85247	6.2518
GRMZM2G347280	7.19625	7.7408	7.7408	7.19625
GRMZM2G134545	1.86871	15.842	15.842	1.86871
GRMZM2G049675	0.184474	2.09403	2.09403	0.184474
GRMZM2G328780	0	0	0	0
GRMZM2G089266	0.129042	0.110747	0.110747	0.129042
GRMZM2G174854	0	0	0	0
GRMZM2G368898	25.3323	13.2171	13.2171	25.3323
GRMZM2G038922	15.9504	6.37775	6.37775	15.9504
GRMZM2G358205	0	0	0	0
GRMZM2G082249	0.957194	5.66344	5.66344	0.957194
GRMZM2G443962	0	0	0	0
GRMZM2G126574	0	0	0	0
GRMZM2G330457	0	0	0	0
AC194591.2_FG004	0	0	0	0
AC210199.4_FG003	13.9872	12.6064	12.6064	13.9872
GRMZM2G070873	0.197986	0	0	0.197986
GRMZM2G024933	41.5818	137.762	137.762	41.5818
GRMZM2G142609	1.04395	6.70846	6.70846	1.04395
GRMZM2G404377	51.4631	29.6489	29.6489	51.4631
GRMZM2G077495	0	0	0	0
GRMZM2G459503	3.37717	4.35421	4.35421	3.37717
GRMZM5G872254	0	0	0	0
GRMZM2G541103	0	0	0	0
GRMZM2G129157	0.326408	0.230532	0.230532	0.326408
GRMZM2G177760	0	0	0	0
GRMZM2G104366	0.0678439	0.120503	0.120503	0.0678439
GRMZM2G123866	0	0	0	0
GRMZM2G079306	26.3426	28.3886	28.3886	26.3426
GRMZM2G026558	6.8991	19.3186	19.3186	6.8991
GRMZM2G099092	0	0	0	0
GRMZM2G128809	4.76229	8.49342	8.49342	4.76229
GRMZM2G037655	33.5953	21.2383	21.2383	33.5953
GRMZM2G142584	0	0	0	0
GRMZM2G068259	15.5446	9.52783	9.52783	15.5446
AC184127.3_FG003	0	0	0	0
GRMZM2G425079	0	0	0	0
GRMZM2G080120	18.9442	16.3226	16.3226	18.9442
GRMZM2G061988	20.3369	23.6441	23.6441	20.3369
GRMZM5G803433	78.7572	57.0841	57.0841	78.7572
GRMZM2G075039	1.85021	4.96257	4.96257	1.85021
GRMZM2G043115	0	0	0	0
GRMZM2G704406	0	0	0	0
GRMZM2G072028	2.71127	2.24724	2.24724	2.71127
GRMZM2G157310	25.7595	34.5498	34.5498	25.7595
GRMZM2G472209	0	0	0	0
GRMZM2G151162	0	0	0	0
GRMZM2G096370	20.8669	11.6729	11.6729	20.8669
GRMZM2G473463	13.1251	26.5846	26.5846	13.1251
GRMZM2G147800	28.8921	20.6118	20.6118	28.8921
GRMZM2G150215	0	0	0	0
GRMZM2G021303	1.06056	2.59898	2.59898	1.06056
GRMZM2G478212	0.0272116	0.0514192	0.0514192	0.0272116
AC194136.3_FG001	0	0	0	0
GRMZM2G159287	0	0	0	0
GRMZM2G465860	1.04706	0.0546854	0.0546854	1.04706
AC213619.3_FG005	0	0	0	0
GRMZM2G014395	0.227486	0.0179345	0.0179345	0.227486
GRMZM2G167794	13.1715	2.26882	2.26882	13.1715
GRMZM2G020388	0	0.0113936	0.0113936	0
GRMZM2G317801	0	0.483468	0.483468	0
AC186310.4_FG004	0.0111648	0.0251618	0.0251618	0.0111648
GRMZM2G010298	39.008	25.3671	25.3671	39.008
GRMZM2G089636	0.223879	1.4488	1.4488	0.223879
GRMZM5G844257	7.36648	2.76044	2.76044	7.36648
GRMZM5G877773	0	0	0	0
GRMZM2G135526	3.60148	8.85937	8.85937	3.60148
GRMZM2G348993	0.110306	0	0	0.110306
GRMZM2G105510	31.9787	19.6095	19.6095	31.9787
GRMZM5G847230	7.66321	5.66643	5.66643	7.66321
GRMZM2G701538	0	0	0	0
GRMZM2G170044	0.386252	1.27071	1.27071	0.386252
GRMZM2G388823	0	0	0	0
AC195367.3_FG001	0	0	0	0
